0,464.180876,224.239563
1,198.621075,140.954438
2,278.882448,141.030938
3,464.180876,141.016063
4,715.82855,142.648063
5,715.82855,144.700813
6,729.695282,196.750563
7,715.82855,226.893688
8,715.82855,314.06225
9,631.36175,313.912438
10,715.82855,314.025063
11,524.053258,314.0835
12,464.180876,314.099438
13,169.751675,237.195688
14,99.784812,210.878625
15,531.631799,213.734625
16,229.174344,314.13875
17,153.440763,314.157875
18,285.707855,314.216313
19,227.659946,314.068625
20,229.174344,274.267375
21,272.363757,288.576063
22,226.16467,281.503
23,233.835959,256.829625
24,389.204058,213.986438
25,325.279927,204.511063
26,328.29471,143.52675
27,325.279927,140.928938
28,389.204058,126.05925
29,175.953011,99.031375
30,232.261972,86.040188
31,227.659946,77.381875
32,197.469969,74.458938
33,337.670018,70.895313
34,278.882448,71.835625
35,476.317686,72.261688
36,509.503076,74.266625
37,729.695282,74.182688
38,715.82855,74.0605
39,715.82855,82.6965
40,715.82855,85.902062
41,436.293235,88.643313
42,744.087834,91.738375
43,631.36175,91.639563
44,278.882448,94.94075
45,175.953011,89.595313
46,331.363676,92.62875
47,334.488276,94.993875
48,274.503843,105.796313
49,476.317686,103.664938
50,476.317686,99.217313
51,334.488276,113.949938
52,389.204058,107.965938
53,226.16467,107.119125
54,531.631799,113.528125
55,274.503843,114.780813
56,389.204058,122.25975
57,620.839415,119.978563
58,715.82855,42.44475
59,744.087834,42.897375
60,744.087834,42.399063
61,411.457489,127.233313
62,539.423888,41.920938
63,642.232388,140.890688
64,547.438553,41.833813
65,337.670018,41.812563
66,531.631799,41.389688
67,268.178428,41.332313
68,149.992963,42.637063
69,195.205821,42.620063
70,402.269216,41.714813
71,351.000462,41.323813
72,620.839415,41.670188
73,744.087834,41.327
74,715.82855,42.097313
75,715.82855,40.84675
76,744.087834,40.798938
77,502.515651,40.359063
78,547.438553,41.158062
79,108.105921,41.627688
80,67.850533,40.338875
81,49.592437,41.16125
82,47.883199,41.609625
83,45.183588,41.642563
84,37.820631,40.809563
85,35.698535,41.188875
86,35.784156,40.819125
87,33.189628,40.815938
88,29.157079,41.341875
89,24.35921,40.823375
90,19.389512,41.363125
91,15.288138,41.340813
92,13.342868,41.69675
93,12.207671,41.678688
94,12.311645,41.3355
95,12.411728,40.909438
96,13.571978,40.912625
97,16.069222,41.346125
98,20.682755,40.909438
99,28.367759,41.775375
100,38.549802,42.70825
101,64.76219,35.650063
102,101.34886,35.581
103,196.33162,35.142188
104,197.469969,35.108187
105,337.670018,34.767125
106,715.82855,34.232688
107,642.232388,34.188063
108,358.051921,34.184875
109,715.82855,33.760938
110,729.695282,33.74925
111,729.695282,33.263688
112,702.459701,33.705688
113,531.631799,34.090313
114,744.087834,33.71525
115,715.82855,33.223313
116,729.695282,33.70675
117,221.79007,33.249875
118,539.423888,33.18825
119,67.850533,33.195688
120,43.940807,32.743063
121,36.888706,33.170188
122,33.189628,32.7845
123,29.099303,33.709938
124,24.318306,32.739875
125,20.300786,33.711
126,14.410814,33.714188
127,12.18059,33.694
128,11.295839,33.711
129,10.260003,33.227563
130,9.781205,33.272188
131,10.302921,34.092438
132,10.973013,33.705688
133,12.428561,33.7025
134,15.41462,33.764125
135,22.255555,33.74925
136,37.07154,34.1955
137,71.396598,34.194437
138,452.62495,34.23375
139,715.82855,34.235875
140,715.82855,34.275188
141,729.695282,34.76075
142,516.679717,34.763938
143,729.695282,35.201688
144,744.087834,35.656438
145,715.82855,36.54575
146,715.82855,130.012812
147,254.456565,130.002188
148,744.087834,129.983063
149,729.695282,129.519813
150,729.695282,130.42825
151,337.670018,129.980938
152,127.980088,129.96075
153,99.477557,129.525125
154,67.412845,128.673
155,53.667156,128.26075
156,46.283725,130.74275
157,109.562414,127.858063
158,464.180876,128.267125
159,516.679717,131.243188
160,729.695282,131.313313
161,665.089081,115.001813
162,744.087834,128.306438
163,744.087834,130.038313
164,402.269216,130.503688
165,715.82855,128.317063
166,729.695282,129.203188
167,715.82855,132.675438
168,729.695282,130.98075
169,715.82855,131.841375
170,509.503076,130.544062
171,729.695282,141.590875
172,744.087834,128.023813
173,744.087834,131.574688
174,715.82855,142.125313
175,744.087834,199.999688
176,729.695282,132.448063
177,715.82855,314.170625
178,729.695282,257.810313
179,744.087834,314.279
180,715.82855,314.217375
